doc_id,sentence_id,sentence,prev_sentence,malgre_object,malgre_object_lemma,malgre_object_pos,malgre_phrase,disability_hits,disability_categories
qwen_v1_long_withdis_14_awq,2,"Malgré cette situation, elle a suivi des études d’art dramatique et a obtenu un diplôme en théâtre en 2002.","À l’âge de deux ans, elle a subi une grave infection pulmonaire qui a entraîné une paralysie de la moitié gauche de son corps.",situation,situation,NOUN,cette situation,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_14_torch,2,"Malgré cette situation, elle a su s'adapter et développer une technique unique, utilisant sa main gauche pour créer des œuvres émouvantes et poétiques.","Dès son plus jeune âge, elle montrait un intérêt marqué pour la peinture, mais une maladie neurologique, diagnostiquée à l'adolescence, a entraîné une paralysie de la moitié droite de son corps.",situation,situation,NOUN,cette situation,"['maladie neurologique', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_15_awq,3,"Malgré cela, elle a suivi des études de lettres à l’Université Lumière de Lyon, où elle a obtenu une licence et une maîtrise.","À l’adolescence, elle a été diagnostiquée avec une paralysie cérébrale, ce qui a entraîné des difficultés motrices.",cela,cela,PRON,cela,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_15_torch,1,"Dès son enfance, elle a montré une grande curiosité pour les sciences et les arts, malgré les difficultés liées à son handicap moteur, acquis à l'âge de cinq ans après une grave infection.","Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille de travailleurs modestes.",difficultés,difficulté,NOUN,les difficultés,[],[]
qwen_v1_long_withdis_15_torch,2,"Malgré cela, elle a su s'adapter et s'exprimer à travers l'écriture et la peinture.","Dès son enfance, elle a montré une grande curiosité pour les sciences et les arts, malgré les difficultés liées à son handicap moteur, acquis à l'âge de cinq ans après une grave infection.",cela,cela,PRON,cela,['handicap moteur'],['handicaps moteurs']
qwen_v1_long_withdis_16_awq,2,"Malgré cette épreuve, elle a su se battre pour son autonomie et a suivi des études de philosophie à l'Université de Paris-Sorbonne.","À l'âge de deux ans, elle a subi une grave infection pulmonaire qui a entraîné une paralysie de la moitié gauche de son corps.",épreuve,épreuve,NOUN,cette épreuve,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_16_torch,2,"Malgré cette situation, elle a su s'adapter et développer une grande force mentale.","À l'âge de trois ans, elle a subi une grave infection cérébrale qui a entraîné une paralysie de la moitié gauche de son corps.",situation,situation,NOUN,cette situation,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_17_awq,2,"Malgré cette situation, elle a suivi des cours de dessin et de sculpture à l'École des Beaux-Arts de Paris, où elle a commencé à développer une œuvre unique, mêlant textures et couleurs pour exprimer sa vision du monde.","Dès son enfance, elle a montré une passion pour la peinture, mais une maladie neurologique, diagnostiquée à l'adolescence, a entraîné une perte progressive de la mobilité de ses membres inférieurs.",situation,situation,NOUN,cette situation,"['maladie neurologique', 'membres inférieurs']",['handicaps moteurs']
qwen_v1_long_withdis_17_torch,2,"Malgré cette difficulté, elle a grandi avec une forte volonté et une grande détermination.","Elle a été diagnostiquée très jeune avec une malformation du membre supérieur gauche, ce qui a entraîné une perte totale de la mobilité de son bras.",difficulté,difficulté,NOUN,cette difficulté,"['malformation', 'membre supérieur']",['handicaps moteurs']
qwen_v1_long_withdis_18_awq,2,"Malgré ces défis, elle a suivi des études en psychologie à l'Université Lumière de Lyon, où elle a obtenu son doctorat en 1986.","À l'âge de deux ans, elle a été atteinte d'une paralysie cérébrale, ce qui a entraîné des difficultés motrices et linguistiques importantes.",défis,défi,NOUN,ces défis,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_18_torch,2,"Malgré ces défis, Élise a su développer une force intérieure et une détermination sans faille.","Dès son plus jeune âge, elle a été confrontée à des difficultés physiques, suite à une maladie neurologique qui a entraîné une paralysie de la moitié gauche de son corps.",défis,défi,NOUN,ces défis,"['maladie neurologique', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_18_torch,3,"Elle a obtenu un diplôme en design graphique, malgré les obstacles qu'elle rencontrait quotidiennement.","Malgré ces défis, Élise a su développer une force intérieure et une détermination sans faille.",obstacles,obstacle,NOUN,les obstacles,[],[]
qwen_v1_long_withdis_19_awq,2,"Malgré cette situation, elle a su se battre pour son autonomie et s’est orientée vers une carrière dans l’enseignement.","Dès l’enfance, elle a été confrontée à une malformation de la colonne vertébrale, ce qui a entraîné une paralysie de la moitié inférieure de son corps.",situation,situation,NOUN,cette situation,"['malformation', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_19_torch,2,"Malgré cela, elle a suivi des études de journalisme à l'Université Lumière Lyon 2.","Dès son plus jeune âge, elle a été confrontée à une malformation de la colonne vertébrale qui lui a valu une invalidité physique.",cela,cela,PRON,cela,['malformation'],['handicaps moteurs']
qwen_v1_long_withdis_1_awq,3,"Malgré cette adversité, elle a continué à peindre, s'adaptant à l'aide de dispositifs technologiques spécialement conçus pour les personnes en situation de handicap.","Malheureusement, à l'âge de 22 ans, elle a subi un accident de la route qui a entraîné une paralysie de la moitié droite de son corps.",adversité,adversité,NOUN,cette adversité,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_1_torch,2,"Malgré cette difficulté, elle apprit à dessiner avec sa main droite et à utiliser des outils adaptés, ce qui lui permit de poursuivre ses études d'art à l'École des Beaux-Arts de Paris.","Dès son enfance, elle montra un intérêt marqué pour la peinture, mais une maladie neurologique, diagnostiquée à l'âge de dix ans, lui causa une paralysie de la moitié gauche de son corps.",difficulté,difficulté,NOUN,cette difficulté,"['maladie neurologique', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_20_torch,2,"Malgré cela, elle a su s’adapter et développer une force mentale exceptionnelle.","Dès son plus jeune âge, elle a été confrontée à un handicap moteur, suite à une maladie neurologique qui a affecté son système nerveux.",cela,cela,PRON,cela,"['handicap moteur', 'maladie neurologique']",['handicaps moteurs']
qwen_v1_long_withdis_21_awq,2,"Malgré ces difficultés, elle a suivi des études de sociologie à l'Université Lumière de Lyon, où elle a développé un intérêt marqué pour les questions sociales et les droits des personnes en situation de handicap.","Elle a été confrontée à un handicap moteur dès l'âge de quatre ans, suite à une infection grave qui a laissé des séquelles irréversibles.",difficultés,difficulté,NOUN,ces difficultés,['handicap moteur'],['handicaps moteurs']
qwen_v1_long_withdis_21_torch,2,"Malgré cette difficulté, elle a su se battre pour son éducation et a obtenu un diplôme en communication à l'Université Lumière Lyon 2.","À l'âge de deux ans, elle a subi une grave infection cérébrale qui a entraîné une paralysie du membre supérieur droit.",difficulté,difficulté,NOUN,cette difficulté,"['paralysie', 'membre supérieur']",['handicaps moteurs']
qwen_v1_long_withdis_22_awq,2,"Malgré cette situation, elle a suivi ses études avec détermination, obtenu son baccalauréat et a poursuivi des études de sociologie à l'Université Lumière Lyon 2.","À l'âge de deux ans, elle a subi une grave infection pulmonaire qui a entraîné une perte de mobilité dans les jambes.",situation,situation,NOUN,cette situation,[],[]
qwen_v1_long_withdis_22_torch,2,"Malgré cela, elle développa une force de caractère exceptionnelle et une passion pour l'écriture.","Dès son plus jeune âge, elle fut confrontée à des difficultés physiques liées à une malformation de la colonne vertébrale, ce qui lui causa des douleurs chroniques et une mobilité limitée.",cela,cela,PRON,cela,['malformation'],['handicaps moteurs']
qwen_v1_long_withdis_23_awq,2,"Malgré cette épreuve, Élodie a su s’adapter et développer une grande force mentale.","À l’âge de trois ans, elle a subi une grave infection pulmonaire qui a entraîné la perte de la mobilité de ses jambes.",épreuve,épreuve,NOUN,cette épreuve,[],[]
qwen_v1_long_withdis_23_torch,2,"Malgré cela, elle a su s'adapter et développer une grande force de caractère.","Dès son plus jeune âge, elle a été confrontée à des difficultés motrices, suite à une infection virale qui a laissé des séquelles irréversibles.",cela,cela,PRON,cela,[],[]
qwen_v1_long_withdis_24_awq,2,"Malgré ces défis, elle a suivi des études en philosophie et a obtenu un doctorat en sociologie, en s'appuyant sur des outils adaptés et un soutien familial et académique.","Dès son plus jeune âge, elle a été confrontée à des difficultés motrices, suite à une maladie neurologique qui a affecté son système moteur.",défis,défi,NOUN,ces défis,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_24_torch,2,"Malgré cette situation, elle a su s'adapter et développer une force mentale exceptionnelle.","Dès son plus jeune âge, elle a été confrontée à une maladie neurologique qui a entraîné une paralysie de la moitié gauche de son corps.",situation,situation,NOUN,cette situation,"['maladie neurologique', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_25_awq,3,"Malgré ces défis, elle obtint un doctorat en biologie moléculaire, devenant ainsi une pionnière dans la recherche sur les maladies neurodégénératives.","À cause d'une malformation de la colonne vertébrale, elle a subi plusieurs interventions chirurgicales durant son enfance, ce qui a marqué son parcours.",défis,défi,NOUN,ces défis,['malformation'],['handicaps moteurs']
qwen_v1_long_withdis_25_torch,2,"Malgré cette difficulté, elle a su s'adapter et a développé une technique unique en utilisant des outils adaptés et une méthode de dessin à l'envers.","Dès son enfance, elle a montré un grand intérêt pour la peinture, mais une maladie neurologique, diagnostiquée à l'âge de seize ans, a entraîné une perte d'usage des mains.",difficulté,difficulté,NOUN,cette difficulté,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_26_awq,2,"Malgré cette situation, elle a suivi des études de philosophie à l'Université Lumière de Lyon, où elle a obtenu un master avec mention très bien.","À l'âge de deux ans, elle a subi une malformation de la moelle épinière qui a entraîné une paralysie de la moitié inférieure de son corps.",situation,situation,NOUN,cette situation,"['malformation', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_26_torch,2,"Malgré cela, elle apprend à peindre avec les mains, utilisant des outils adaptés et des techniques innovantes.","Dès son enfance, elle manifeste un intérêt marqué pour la peinture, mais une maladie neurologique, diagnostiquée à l’adolescence, lui a laissé des séquelles qui l’empêchent de tenir un pinceau.",cela,cela,PRON,cela,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_27_awq,2,"Malgré cela, elle a suivi des cours de design graphique à l'École des Beaux-Arts de Paris, où elle a développé une approche unique, mêlant abstraction et réalisme.","Dès son plus jeune âge, elle a montré une passion pour la peinture, mais une maladie neurodégénérative, diagnostiquée à l'adolescence, a progressivement limité ses capacités motrices.",cela,cela,PRON,cela,['maladie'],['autres termes']
qwen_v1_long_withdis_27_torch,2,"Malgré cela, elle a continué à exprimer son art à travers des techniques innovantes, notamment l'utilisation de la voix et de la musique.","Très jeune, elle a développé un amour pour la peinture, mais une maladie neurologique, diagnostiquée à l'âge de 15 ans, a provoqué une perte de mobilité totale des membres supérieurs.",cela,cela,PRON,cela,"['maladie neurologique', 'membres supérieurs']",['handicaps moteurs']
qwen_v1_long_withdis_28_awq,2,"Malgré cette adversité, elle a suivi des études de philosophie à l'Université Lumière de Lyon, où elle a développé une passion pour la littérature et l'écriture.","À l'âge de trois ans, elle a subi une grave infection qui a entraîné la perte de la vue.",adversité,adversité,NOUN,cette adversité,[],[]
qwen_v1_long_withdis_28_torch,2,"Malgré cette situation, elle a su développer une grande force mentale et une passion pour l'écriture.","Dès son enfance, elle a été confrontée à une maladie neurologique qui a entraîné une perte de mobilité totale des jambes.",situation,situation,NOUN,cette situation,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_29_awq,2,"Malgré ces défis, elle a su s'adapter et développer une grande résilience.","Dès son enfance, elle a été confrontée à des difficultés motrices, diagnostiquée avec une paralysie de la moelle épinière à l'âge de 10 ans.",défis,défi,NOUN,ces défis,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_29_torch,2,"Malgré cette situation, Élise a toujours su s'adapter et s'épanouir dans ses passions.","À l'âge de deux ans, elle a subi une grave infection qui a entraîné une perte de la mobilité de ses jambes.",situation,situation,NOUN,cette situation,[],[]
qwen_v1_long_withdis_2_awq,2,"Malgré cette situation, elle développa une grande force mentale et une passion pour la littérature.","À l'âge de deux ans, elle contracta une maladie neurologique qui entraîna une paralysie des membres inférieurs.",situation,situation,NOUN,cette situation,"['maladie neurologique', 'paralysie', 'membres inférieurs']",['handicaps moteurs']
qwen_v1_long_withdis_2_awq,3,"Elle obtint son diplôme de lettres en 1980, malgré les difficultés qu'elle rencontrait dans les établissements scolaires.","Malgré cette situation, elle développa une grande force mentale et une passion pour la littérature.",difficultés,difficulté,NOUN,les difficultés,[],[]
qwen_v1_long_withdis_2_torch,2,"Malgré cette difficulté, elle a su s'adapter et s'exprimer à travers l'art, développant une technique unique qui mêlait abstraction et symbolisme.","Dès son enfance, elle manifestait un intérêt marqué pour la peinture et la musique, mais une maladie neurologique, diagnostiquée à l'adolescence, a entraîné une perte progressive de la mobilité de ses membres supérieurs.",difficulté,difficulté,NOUN,cette difficulté,"['maladie neurologique', 'membres supérieurs']",['handicaps moteurs']
qwen_v1_long_withdis_30_awq,2,"Malgré cette situation, elle a suivi ses études avec détermination, obtenant un diplôme en design graphique.","À l'âge de trois ans, elle a subi une grave infection pulmonaire qui a entraîné une perte de la mobilité de ses jambes.",situation,situation,NOUN,cette situation,[],[]
qwen_v1_long_withdis_30_torch,2,"Malgré cette situation, elle a poursuivi ses études avec détermination, obtenant un doctorat en neurobiologie à l'Université de Paris-Saclay.","Dès son plus jeune âge, elle a montré un intérêt marqué pour les sciences, mais une maladie neurologique, diagnostiquée à l'adolescence, a entraîné une perte progressive de la mobilité de ses jambes.",situation,situation,NOUN,cette situation,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_31_awq,2,"Malgré cette situation, elle a su s'adapter et développer une grande force mentale.","À l'âge de trois ans, elle a subi une grave infection pulmonaire qui a entraîné une paralysie de la moitié gauche de son corps.",situation,situation,NOUN,cette situation,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_31_torch,2,"Malgré cela, elle a toujours gardé un esprit vif et une volonté de vivre pleinement.","Dès son plus jeune âge, elle a été confrontée à une maladie neurologique qui a entraîné une perte de mobilité des jambes.",cela,cela,PRON,cela,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_32_awq,3,"Malgré cette situation, elle a continué à créer, utilisant des outils adaptés et des techniques innovantes pour exprimer sa vision du monde.","Cependant, à l’adolescence, elle a été touchée par une maladie neurologique qui a entraîné une perte progressive de la mobilité de ses membres inférieurs.",situation,situation,NOUN,cette situation,"['maladie neurologique', 'membres inférieurs']",['handicaps moteurs']
qwen_v1_long_withdis_32_torch,2,"Malgré cela, elle a su se battre pour son épanouissement.","Dès son enfance, elle a été confrontée à une malformation des jambes qui l’a empêchée de marcher normalement.",cela,cela,PRON,cela,['malformation'],['handicaps moteurs']
qwen_v1_long_withdis_33_awq,2,"Malgré cette situation, elle a suivi ses études avec détermination et a obtenu un diplôme en sociologie.","À l'âge de trois ans, elle a subi une grave infection pulmonaire qui a entraîné une perte de mobilité des jambes.",situation,situation,NOUN,cette situation,[],[]
qwen_v1_long_withdis_33_torch,2,"Malgré cette difficulté, elle a su s'adapter, utilisant des outils spécialisés pour continuer à créer.","Dès son plus jeune âge, elle a montré une passion pour la peinture, mais une maladie neurologique, diagnostiquée à l'adolescence, a entraîné une perte progressive de la mobilité de ses membres supérieurs.",difficulté,difficulté,NOUN,cette difficulté,"['maladie neurologique', 'membres supérieurs']",['handicaps moteurs']
qwen_v1_long_withdis_34_awq,2,"Malgré ces défis, elle développa une force mentale et une détermination sans faille.","Elle fut confrontée à une malformation de la colonne vertébrale dès sa naissance, ce qui entraîna une paralysie de la moitié inférieure de son corps.",défis,défi,NOUN,ces défis,"['malformation', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_34_torch,2,"Malgré cette épreuve, Élise a su se battre pour son avenir.","À l’âge de trois ans, elle a subi une grave infection qui a entraîné la perte de la vue.",épreuve,épreuve,NOUN,cette épreuve,[],[]
qwen_v1_long_withdis_35_awq,3,"Malgré ces défis, elle a suivi des cours de rééducation et a développé des stratégies pour exprimer son créativité, notamment à travers l'écriture et la peinture.","Cependant, à l'âge de dix ans, elle a été diagnostiquée avec une paralysie cérébrale, ce qui a limité sa mobilité et ses capacités motrices.",défis,défi,NOUN,ces défis,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_35_torch,2,"Malgré cela, elle a su s'adapter et développer un style unique, combinant abstraction et symbolisme.","Dès son enfance, elle montrait un intérêt marqué pour la peinture, mais une maladie neurologique, diagnostiquée à l'adolescence, lui a laissé des séquelles irréversibles, notamment une perte de mobilité des membres supérieurs.",cela,cela,PRON,cela,"['maladie neurologique', 'membres supérieurs']",['handicaps moteurs']
qwen_v1_long_withdis_36_awq,2,"Malgré cette situation, elle développa une passion pour la peinture, utilisant un pinceau adapté pour peindre sur des toiles suspendues.","Elle souffrait de paralysie de la moelle épinière à l’âge de 18 ans, suite à un accident de la route.",situation,situation,NOUN,cette situation,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_36_torch,3,"Malgré ces défis, elle a su s'adapter et s'exprimer grâce à un ordinateur et un logiciel de synthèse vocale.","À l'âge de 12 ans, elle a été diagnostiquée avec une paralysie cérébrale, ce qui a entraîné une perte d'usage des jambes et une difficulté à parler.",défis,défi,NOUN,ces défis,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_37_awq,2,"Malgré cela, elle a suivi des études d'histoire de l'art à l'Université Lumière de Lyon.","À l'âge de deux ans, elle a subi une grave infection pulmonaire qui a laissé des séquelles permanentes, entraînant une limitation de mobilité.",cela,cela,PRON,cela,[],[]
qwen_v1_long_withdis_37_torch,2,"Malgré cette situation, elle a su s'adapter et a poursuivi ses études à l'Université de Lyon, où elle a obtenu un diplôme en littérature.","Dès son enfance, elle montrait un grand intérêt pour l'écriture et la musique, mais elle a été confrontée à une maladie neurologique qui a entraîné une perte de mobilité des membres supérieurs.",situation,situation,NOUN,cette situation,"['maladie neurologique', 'membres supérieurs']",['handicaps moteurs']
qwen_v1_long_withdis_38_awq,2,"Malgré cela, elle a suivi des études de droit à la Sorbonne, où elle a obtenu son diplôme avec mention.","Elle a été confrontée à un handicap moteur dès sa jeunesse, suite à une maladie neurologique qui a laissé des séquelles irréversibles.",cela,cela,PRON,cela,"['handicap moteur', 'maladie neurologique']",['handicaps moteurs']
qwen_v1_long_withdis_38_torch,2,"Malgré cela, elle a su développer une grande force mentale et une détermination sans faille.","Dès son plus jeune âge, elle a été confrontée à une maladie neurologique qui a entraîné une perte progressive de la mobilité de ses membres inférieurs.",cela,cela,PRON,cela,"['maladie neurologique', 'membres inférieurs']",['handicaps moteurs']
qwen_v1_long_withdis_39_awq,2,"Malgré cette situation, elle a suivi ses études avec détermination et a obtenu un diplôme en design graphique.","À l'âge de trois ans, elle a subi une grave infection qui a entraîné une paralysie de la moitié gauche de son corps.",situation,situation,NOUN,cette situation,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_39_torch,2,"Malgré cette difficulté, elle a su s'adapter et s'est orientée vers l'art numérique, développant une technique unique qui combine dessin à la main et création assistée par ordinateur.","Dès son plus jeune âge, elle montrait un intérêt marqué pour la peinture, mais une maladie neurologique, diagnostiquée à l'âge de dix-huit ans, a entraîné une paralysie de la moitié gauche de son corps.",difficulté,difficulté,NOUN,cette difficulté,"['maladie neurologique', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_3_awq,3,"Malgré cette situation, elle a continué à travailler avec détermination, développant des technologies d'assistance pour les personnes en situation de handicap.","Malheureusement, à l'âge de 32 ans, elle a été victime d'un accident de la route qui a entraîné une paralysie de la moitié gauche de son corps.",situation,situation,NOUN,cette situation,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_3_torch,3,"Malgré cette situation, Élise a su s'adapter et développer une technique unique, utilisant sa main droite pour créer des œuvres d'une grande expressivité.","Malheureusement, à l'âge de sept ans, elle a subi une grave infection qui a entraîné une paralysie de la moitié gauche de son corps.",situation,situation,NOUN,cette situation,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_40_awq,2,"Malgré cela, elle a continué à créer, utilisant des outils adaptés et des techniques innovantes.","Dès son enfance, elle a montré une passion pour la peinture, mais une maladie neurologique, diagnostiquée à l'adolescence, a progressivement limité ses capacités motrices.",cela,cela,PRON,cela,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_40_torch,2,"Malgré cela, elle a poursuivi ses études en art à l'École des Beaux-Arts de Paris, où elle a obtenu une bourse pour ses travaux innovants mêlant abstraction et expression corporelle.","Dès son plus jeune âge, elle a montré un intérêt marqué pour la peinture, mais une maladie neurologique, diagnostiquée à l'âge de seize ans, a progressivement limité ses capacités motrices.",cela,cela,PRON,cela,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_41_awq,2,"Malgré cette épreuve, elle a su se battre pour son autonomie et a suivi des études en sciences sociales à l'Université Lumière.","À l'âge de deux ans, elle a subi une grave infection pulmonaire qui a entraîné une perte de mobilité des jambes.",épreuve,épreuve,NOUN,cette épreuve,[],[]
qwen_v1_long_withdis_41_torch,2,"Malgré cette situation, elle a su s'adapter et s'est orientée vers l'art numérique, développant un style unique qui mêle abstraction et réalisme.","Dès son enfance, elle a montré un intérêt marqué pour la peinture, mais une maladie neurologique, diagnostiquée à l'adolescence, a entraîné une perte progressive de la mobilité de ses membres supérieurs.",situation,situation,NOUN,cette situation,"['maladie neurologique', 'membres supérieurs']",['handicaps moteurs']
qwen_v1_long_withdis_42_awq,2,"Malgré cela, elle a su développer une grande résilience et une passion pour l'écriture.","Dès son plus jeune âge, elle a été confrontée à des difficultés liées à un handicap moteur, ce qui a nécessité un accompagnement particulier.",cela,cela,PRON,cela,['handicap moteur'],['handicaps moteurs']
qwen_v1_long_withdis_42_torch,2,"Malgré cette situation, elle développe une force de caractère inébranlable et se tourne vers l’art du dessin, utilisant des outils adaptés pour exprimer son regard sur le monde.","Dès son enfance, elle montre un talent exceptionnel pour la peinture, mais à l’âge de huit ans, elle contracte une maladie neurologique qui lui cause une paralysie des membres supérieurs.",situation,situation,NOUN,cette situation,"['maladie neurologique', 'paralysie', 'membres supérieurs']",['handicaps moteurs']
qwen_v1_long_withdis_43_awq,3,"Malgré cette épreuve, elle ne renonça pas à ses rêves et décida de se concentrer sur la composition musicale, ce qui lui permit de continuer à exprimer sa créativité.","Cependant, à l’adolescence, elle fut confrontée à une maladie neurologique qui lui causa une paralysie de la moitié gauche du corps.",épreuve,épreuve,NOUN,cette épreuve,"['maladie neurologique', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_43_torch,2,"Malgré ces défis, elle a su se battre pour son éducation et a obtenu un diplôme en journalisme.","Dès son enfance, elle a été confrontée à un handicap moteur, suite à une maladie neurologique qui a affecté sa mobilité.",défis,défi,NOUN,ces défis,"['handicap moteur', 'maladie neurologique']",['handicaps moteurs']
qwen_v1_long_withdis_44_awq,2,"Malgré cela, elle a suivi des études en sciences politiques à l'Université Lumière de Lyon, où elle a développé un intérêt marqué pour les questions sociales et l'égalité des droits.","Dès son plus jeune âge, elle a fait face à des défis liés à un handicap moteur, résultant d'une maladie neurologique diagnostiquée à l'adolescence.",cela,cela,PRON,cela,"['handicap moteur', 'maladie neurologique']",['handicaps moteurs']
qwen_v1_long_withdis_44_torch,3,"Malgré cette situation, elle a su s'adapter et développer une force de caractère exceptionnelle.","Malheureusement, à l'âge de sept ans, elle a été touchée par une maladie neurologique qui a entraîné une paralysie de la moitié gauche de son corps.",situation,situation,NOUN,cette situation,"['maladie neurologique', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_45_awq,2,"Malgré cette difficulté, elle apprit à s'adapter et à s'exprimer à travers l'écrit.","À l'âge de deux ans, elle contracta une maladie neurologique qui entraîna une paralysie de la moitié gauche de son corps.",difficulté,difficulté,NOUN,cette difficulté,"['maladie neurologique', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_45_torch,2,"Malgré cette difficulté, elle a su développer une grande force mentale et une passion pour l'écriture.","Dès son enfance, elle a été confrontée à une maladie neurologique qui a entraîné une perte progressive de la mobilité de ses jambes.",difficulté,difficulté,NOUN,cette difficulté,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_46_awq,2,"Malgré cette situation, elle a suivi des études d'art à l'École des Beaux-Arts de Paris, où elle a développé une technique unique, combinant des matériaux textiles et des pigments naturels.","Dès son plus jeune âge, elle a montré un talent exceptionnel pour la peinture, mais elle a aussi été confrontée à une paralysie de la moelle épinière à l'âge de 17 ans, suite à un accident de la route.",situation,situation,NOUN,cette situation,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_46_torch,2,"Malgré cela, elle a suivi des cours de littérature à l'Université Lumière Lyon 2, tout en développant une carrière d'illustratrice numérique.","Dès son enfance, elle a montré un intérêt marqué pour l'écriture et la peinture, mais une maladie neurologique, diagnostiquée à l'adolescence, a entraîné une perte progressive de la mobilité de ses membres supérieurs.",cela,cela,PRON,cela,"['maladie neurologique', 'membres supérieurs']",['handicaps moteurs']
qwen_v1_long_withdis_47_awq,2,"Malgré ces défis, elle a suivi des études de sociologie à l'Université Lumière de Lyon, où elle a développé une passion pour l'écriture et l'activisme social.","Dès son jeune âge, elle a été confrontée à une maladie neurologique qui a entraîné une perte progressive de la mobilité de ses jambes.",défis,défi,NOUN,ces défis,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_47_torch,2,"Malgré cette épreuve, elle a su s’adapter et développer une grande force mentale.","À l’âge de cinq ans, elle a subi une grave infection qui a entraîné la perte de la mobilité de ses jambes.",épreuve,épreuve,NOUN,cette épreuve,[],[]
qwen_v1_long_withdis_48_awq,2,"Malgré cela, elle a su se battre pour son autonomie et sa dignité.","Dès son plus jeune âge, elle a fait face à des défis liés à son handicap moteur, résultant d’un accident de la jeunesse.",cela,cela,PRON,cela,['handicap moteur'],['handicaps moteurs']
qwen_v1_long_withdis_48_torch,2,"Malgré cette difficulté, elle développe une technique unique, utilisant des outils adaptés pour peindre avec sa main droite.","Dès son enfance, elle montre un intérêt marqué pour la peinture, mais une maladie neurologique, diagnostiquée à l’adolescence, lui cause une paralysie de la moitié gauche du corps.",difficulté,difficulté,NOUN,cette difficulté,"['maladie neurologique', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_48_torch,4,"Léa devient une figure emblématique de l’art contemporain, représentant la résilience et la beauté de l’expression créative malgré les obstacles.","Elle commence à exposer ses œuvres à l’âge de vingt ans, et rapidement, son travail attire l’attention du public et des critiques.",obstacles,obstacle,NOUN,les obstacles,[],[]
qwen_v1_long_withdis_49_awq,2,"Malgré cette épreuve, elle a su se battre pour son éducation et a obtenu un diplôme de philosophie en 1982.","À l'âge de trois ans, elle a subi une grave infection pulmonaire qui a entraîné une perte totale de la mobilité de ses jambes.",épreuve,épreuve,NOUN,cette épreuve,[],[]
qwen_v1_long_withdis_49_torch,3,"Malgré cette situation, elle a poursuivi ses études avec détermination et a obtenu un diplôme de lettres modernes.","À l'âge de 14 ans, elle a été diagnostiquée avec une forme rare de dystrophie musculaire, ce qui a entraîné une perte progressive de la mobilité.",situation,situation,NOUN,cette situation,['dystrophie'],['maladies chroniques évolutives ou invalidantes']
qwen_v1_long_withdis_4_awq,2,"Malgré cela, elle a su se battre pour son autonomie et a obtenu un diplôme en psychologie.","Dès son jeune âge, elle a été confrontée à des difficultés physiques, suite à une maladie neurologique qui a entraîné une paralysie des membres inférieurs.",cela,cela,PRON,cela,"['maladie neurologique', 'paralysie', 'membres inférieurs']",['handicaps moteurs']
qwen_v1_long_withdis_4_torch,2,"Malgré cette difficulté, elle a suivi des cours de dessin à l'École des Beaux-Arts de Lyon, où elle a développé une technique unique, utilisant sa main droite pour créer des œuvres souvent poétiques et introspectives.","Dès son plus jeune âge, elle a montré un intérêt marqué pour la peinture, mais une maladie neurologique, diagnostiquée à l'adolescence, a entraîné une paralysie de la moitié gauche de son corps.",difficulté,difficulté,NOUN,cette difficulté,"['maladie neurologique', 'paralysie']",['handicaps moteurs']
