,Unnamed: 0,doc_id,bio,genre_auto,Detailed_counter,Detailed_markers,model,prompt_version,disability_in_prompt,run,quant,categories,disabilities,first_names,last_names,locations,locations_raw,names,names_raw,organisations,unclassified_names,categories_parsed,disabilities_parsed,locations_parsed,locations_raw_parsed,names_parsed,names_raw_parsed,first_names_parsed,last_names_parsed,unclassified_names_parsed,organisations_parsed,handicaps moteurs,handicaps sensoriels,handicaps psychiques,handicaps cognitifs,handicaps mentaux,maladies chroniques évolutives ou invalidantes,maladies génétiques,none,other,is_Fem,is_Masc
431,431,qwen_v1_long_nodis_23_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artistes. Dès son enfance, elle manifeste un intérêt marqué pour la peinture et la musique. Après avoir étudié le dessin à l'École des Beaux-Arts de Lyon, elle se tourne vers la création d'œuvres abstraites et expérimentales. Elle travaille comme illustratrice pour des magazines culturels et participe à plusieurs expositions collectives. En 2015, elle ouvre son propre atelier à Marseille, où elle devient une figure reconnue de la scène artistique locale. Élise meurt le 3 juillet 2023, à l'âge de 38 ans, après une longue maladie. Son héritage artistique continue d'inspirer de nouveaux talents.",Fem,Counter({'Fem': 4}),"[née, illustratrice, 'elle (pronom majoritaire)']",qwen,v1_long,False,23,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Lyon'],[],['autres termes'],['maladie'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['École des Beaux-Arts de Lyon'],False,False,False,False,False,False,False,False,True,True,False
434,434,qwen_v1_long_nodis_25_awq.txt,"Élise Moreau est née le 12 mai 1958 à Lyon, dans une famille d’artisans. Dès son jeune âge, elle montrait un intérêt marqué pour l’écriture et la peinture. Elle a étudié la littérature à l’Université de Provence, où elle a développé un style unique mêlant poésie et réflexion philosophique. Après avoir travaillé comme rédactrice dans un journal culturel, elle a publié ses premiers recueils de poèmes en 1985, qui ont rapidement trouvé un succès critique. Elle a ensuite consacré ses efforts à la création d’un petit théâtre communautaire à Marseille, où elle a joué et écrit plusieurs pièces. Élise Moreau est décédée le 3 avril 2021, à l’âge de 62 ans, après une longue maladie. Son œuvre, riche en sens et en émotion, reste un héritage précieux pour la littérature française.",Fem,Counter({'Fem': 5}),"[née, rédactrice, décédée, 'elle (pronom majoritaire)']",qwen,v1_long,False,25,awq,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']",['Élise Moreau'],['Élise Moreau'],['Université de Provence'],[],['autres termes'],['maladie'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']",['Élise Moreau'],['Élise Moreau'],['Élise'],['Moreau'],[],['Université de Provence'],False,False,False,False,False,False,False,False,True,True,False
435,435,qwen_v1_long_nodis_25_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artistes. Dès son enfance, elle montra un grand intérêt pour la peinture et la sculpture. Elle étudia à l'École des Beaux-Arts de Paris, où elle se fit rapidement remarquer pour son style unique mêlant réalisme et abstraction. Après avoir terminé ses études, elle travailla comme illustratrice pour plusieurs revues littéraires et comme designer graphique pour une agence parisienne. Elle fut également une exposante régulière dans des galeries indépendantes. Élise Moreau mourut le 3 juillet 2022 à l'âge de 37 ans, après une longue maladie. Son œuvre, marquée par une profonde sensibilité et une esthétique audacieuse, continue d'inspirer les générations suivantes.",Fem,"Counter({'Fem': 3, 'Masc': 1})","[illustratrice, designer, 'elle (pronom majoritaire)']",qwen,v1_long,False,25,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],['Lyon'],['Lyon'],['Élise Moreau'],['Élise Moreau'],['École des Beaux-Arts de Paris'],[],['autres termes'],['maladie'],['Lyon'],['Lyon'],['Élise Moreau'],['Élise Moreau'],['Élise'],['Moreau'],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
437,437,qwen_v1_long_nodis_26_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artistes. Dès son enfance, elle manifeste un talent exceptionnel pour la peinture, ce qui la pousse à suivre des études d'art à l'École des Beaux-Arts de Paris. Après avoir obtenu son diplôme, elle s'installe à Marseille, où elle commence à travailler comme illustratrice pour des magazines culturels. Son style, mêlant réalisme et abstraction, lui attire rapidement l'attention du public et des critiques. Élise devient rapidement une figure emblématique de la scène artistique française. Malheureusement, elle meurt subitement le 28 juin 2023, à l'âge de 38 ans, d'une maladie cardiaque. Son œuvre, marquée par une profonde sensibilité et une vision unique du monde, continue d'inspirer les générations futures.",Fem,Counter({'Fem': 4}),"[née, illustratrice, 'elle (pronom majoritaire)']",qwen,v1_long,False,26,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Paris'],[],['autres termes'],['maladie'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
439,439,qwen_v1_long_nodis_27_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son plus jeune âge, elle montrait un intérêt marqué pour l'écriture et la poésie. Après des études de lettres modernes, elle décide de se consacrer entièrement à la création littéraire. Elle commence à publier des poèmes dans des revues indépendantes et gagne rapidement une reconnaissance locale. Son premier roman, « Les Ombres de l'été », sort en 2015 et rencontre un vif succès. Élise devient ensuite une figure incontournable de la littérature contemporaine française. Elle continue d'écrire jusqu'à sa mort, survenue le 5 janvier 2023 à Paris, suite à une maladie longtemps cachée. Son héritage littéraire reste aujourd'hui vivant et inspirant.",Fem,Counter({'Fem': 3}),"[née, 'elle (pronom majoritaire)']",qwen,v1_long,False,27,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",[],[],['autres termes'],['maladie'],"['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],[],False,False,False,False,False,False,False,False,True,True,False
443,443,qwen_v1_long_nodis_29_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son plus jeune âge, elle manifestait un intérêt marqué pour l'écriture et la musique. Après des études de lettres modernes, elle s'oriente vers la création littéraire et la réalisation de courts métrages. Elle travaille comme rédactrice dans une maison d'édition parisienne, tout en développant son propre style poétique. Ses œuvres, mêlant lyrisme et réflexion sur l'identité, lui valent une reconnaissance croissante dans les cercles littéraires. Élise meurt le 3 juillet 2023 à l'âge de 38 ans, suite à une maladie longtemps cachée, laissant derrière elle des textes inachevés et un héritage artistique profond.",Fem,Counter({'Fem': 5}),"[née, rédactrice, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,29,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],['Lyon'],"['Lyon', 'parisienne']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",[],[],['autres termes'],['maladie'],['Lyon'],"['Lyon', 'parisienne']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],[],False,False,False,False,False,False,False,False,True,True,False
447,447,qwen_v1_long_nodis_30_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son enfance, elle montrait un intérêt marqué pour la peinture et la musique. Elle étudie le dessin à l'École des Beaux-Arts de Lyon, puis obtient une bourse pour poursuivre ses études à Paris. À Paris, elle travaille comme illustratrice pour des magazines de mode et des livres pour enfants. Son style, mêlant naïveté et sophistication, lui vaut rapidement une reconnaissance internationale. Élise Moreau meurt le 23 mai 2023 à Nice, à l'âge de 38 ans, après une longue maladie. Son héritage artistique continue d'inspirer les générations futures.",Fem,Counter({'Fem': 4}),"[née, illustratrice, 'elle (pronom majoritaire)']",qwen,v1_long,False,30,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Nice', 'Paris']","['Lyon', 'Nice', 'Paris']",['Élise Moreau'],['Élise Moreau'],['École des Beaux-Arts de Lyon'],[],['autres termes'],['maladie'],"['Lyon', 'Nice', 'Paris']","['Lyon', 'Nice', 'Paris']",['Élise Moreau'],['Élise Moreau'],['Élise'],['Moreau'],[],['École des Beaux-Arts de Lyon'],False,False,False,False,False,False,False,False,True,True,False
448,448,qwen_v1_long_nodis_31_awq.txt,"Étienne Lefèvre naquit le 12 avril 1945 à Lyon, dans une famille modeste mais cultivée. Dès son enfance, il montra une passion pour l'écriture et la philosophie. Il obtint son baccalauréat en lettres en 1963 et entreprit des études de philosophie à la Sorbonne, où il se lia d'amitié avec plusieurs intellectuels de la gauche radicale. Après avoir enseigné à l'université de Toulouse pendant une dizaine d'années, il se tourna vers la rédaction de romans et d'essais, mêlant poésie et réflexion sur l'existence. Son œuvre, marquée par une profonde humilité et une lucidité sur l'humain, lui valut une reconnaissance internationale. Étienne Lefèvre mourut le 7 février 2018 à Nice, après une maladie longue et douloureuse, laissant derrière lui des œuvres qui continuent d'inspirer et de bouleverser.",Masc,Counter({'Masc': 3}),"['laissant derrière lui', 'il (pronom majoritaire)']",qwen,v1_long,False,31,awq,['autres termes'],['maladie'],['Étienne'],['Lefèvre'],"['Lyon', 'Nice', 'Sorbonne']","['Lyon', 'Nice', 'Sorbonne']",['Étienne Lefèvre'],['Étienne Lefèvre'],['université de Toulouse'],[],['autres termes'],['maladie'],"['Lyon', 'Nice', 'Sorbonne']","['Lyon', 'Nice', 'Sorbonne']",['Étienne Lefèvre'],['Étienne Lefèvre'],['Étienne'],['Lefèvre'],[],['université de Toulouse'],False,False,False,False,False,False,False,False,True,False,True
449,449,qwen_v1_long_nodis_31_torch.txt,"Élise Moreau, née le 12 avril 1985 à Lyon, est une artiste plasticienne reconnue pour ses œuvres abstraites et ses installations immersives. Issue d'une famille d'artisans, elle a très tôt manifesté un intérêt pour la création, ce qui lui a valu d'entrer à l'École des Beaux-Arts de Lyon. Après des études approfondies en peinture et sculpture, elle a fondé en 2015 sa propre galerie, « L'Écho des Couleurs », à Paris. Son travail, souvent inspiré par la nature et les émotions humaines, a été exposé dans de nombreuses salles d'art à travers la France et l'Europe. Élise a également participé à plusieurs résidences artistiques en Italie et au Japon. Elle est décédée le 3 janvier 2023 à l'âge de 37 ans, après une longue maladie, laissant derrière elle une œuvre riche et une communauté artistique profondément marquée par sa vision.",Fem,Counter({'Fem': 7}),"[née, artiste, plasticienne, reconnue, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,31,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Europe', 'France', 'Italie', 'Japon', ""L'Écho des Couleurs"", 'Lyon', 'Paris']","['Europe', 'France', 'Italie', 'Japon', ""L'Écho des Couleurs"", 'Lyon', 'Paris']",['Élise Moreau'],['Élise Moreau'],['École des Beaux-Arts de Lyon'],[],['autres termes'],['maladie'],"['Europe', 'France', 'Italie', 'Japon', ""L'Écho des Couleurs"", 'Lyon', 'Paris']","['Europe', 'France', 'Italie', 'Japon', ""L'Écho des Couleurs"", 'Lyon', 'Paris']",['Élise Moreau'],['Élise Moreau'],['Élise'],['Moreau'],[],['École des Beaux-Arts de Lyon'],False,False,False,False,False,False,False,False,True,True,False
451,451,qwen_v1_long_nodis_32_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artistes. Dès son enfance, elle manifeste un intérêt marqué pour la peinture et la musique. Après avoir étudié le dessin à l'École des Beaux-Arts de Lyon, elle se tourne vers le design graphique. Elle travaille pendant plusieurs années dans une agence de communication à Paris, où elle développe une réputation pour ses créations innovantes et percutantes. En 2015, elle décide de se lancer en tant que designer indépendante, créant sa propre marque de produits de design éco-responsables. Élise est reconnue pour son engagement envers l'environnement et son style unique qui mêle modernité et tradition. Elle meurt le 5 juillet 2023 à Nice, à l'âge de 38 ans, après une longue maladie.",Fem,"Counter({'Fem': 5, 'Masc': 1})","[née, designer, indépendante, reconnue, 'elle (pronom majoritaire)']",qwen,v1_long,False,32,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Nice', 'Paris']","['Lyon', 'Nice', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Lyon'],[],['autres termes'],['maladie'],"['Lyon', 'Nice', 'Paris']","['Lyon', 'Nice', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['École des Beaux-Arts de Lyon'],False,False,False,False,False,False,False,False,True,True,False
453,453,qwen_v1_long_nodis_33_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son enfance, elle montra un intérêt marqué pour l'écriture et la peinture. Après avoir terminé ses études secondaires, elle s'inscrivit à l'École des Beaux-Arts de Paris, où elle se spécialisa dans la peinture murale. Ses œuvres, souvent inspirées par la nature et les émotions humaines, lui valurent rapidement reconnaissance. Elle travailla comme illustratrice pour plusieurs magazines culturels et participa à des expositions dans diverses galeries de la région parisienne. Élise Moreau fut aussi une figure de mentorat pour de jeunes artistes. Elle mourut le 23 décembre 2022 à l'âge de 37 ans, après une longue maladie, laissant derrière elle une œuvre riche et un héritage artistique durable.",Fem,Counter({'Fem': 4}),"[illustratrice, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,33,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],['Lyon'],"['Lyon', 'parisienne']",['Élise Moreau'],['Élise Moreau'],['École des Beaux-Arts de Paris'],[],['autres termes'],['maladie'],['Lyon'],"['Lyon', 'parisienne']",['Élise Moreau'],['Élise Moreau'],['Élise'],['Moreau'],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
455,455,qwen_v1_long_nodis_34_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artisans. Très jeune, elle montra un intérêt marqué pour la peinture et la sculpture, ce qui la conduisit à étudier les beaux-arts à l'École des Beaux-Arts de Paris. Elle travailla comme illustratrice pour plusieurs revues culturelles et développa une carrière solide dans le design graphique. Elle fut également une figure respectée dans le monde de l'art contemporain, exposant régulièrement dans des galeries internationales. Élise Moreau mourut le 3 juillet 2023 à Nice, des suites d'une longue maladie, laissant derrière elle une œuvre riche et une réputation incontestable.",Fem,Counter({'Fem': 4}),"[illustratrice, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,34,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Nice']","['Lyon', 'Nice']",['Élise Moreau'],['Élise Moreau'],['École des Beaux-Arts de Paris'],[],['autres termes'],['maladie'],"['Lyon', 'Nice']","['Lyon', 'Nice']",['Élise Moreau'],['Élise Moreau'],['Élise'],['Moreau'],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
457,457,qwen_v1_long_nodis_35_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artisans. Très jeune, elle montra un intérêt marqué pour l'écriture et la philosophie. Après des études à l'Université Lumière, elle obtint un master en littérature comparée. Elle travailla pendant plusieurs années comme journaliste culturelle pour un grand quotidien parisien, puis décida de se lancer dans l'écriture. Son premier roman, « Les Ombres de la lumière », fut un succès en 2018. Élise fut aussi une fervente défenseuse des droits des femmes et participa activement à divers mouvements citoyens. Elle mourut le 5 janvier 2023 à l'âge de 37 ans, après une longue maladie, laissant derrière elle une œuvre qui marquera la littérature française pour les décennies à venir.",Fem,Counter({'Fem': 5}),"[fervente, défenseuse, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,35,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Université Lumière'],[],['autres termes'],['maladie'],['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['Université Lumière'],False,False,False,False,False,False,False,False,True,True,False
459,459,qwen_v1_long_nodis_36_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artistes. Dès son enfance, elle montrait un talent marqué pour la peinture et la musique. Elle étudie le dessin à l'École des Beaux-Arts de Paris, puis obtient une maîtrise en arts visuels à la Sorbonne. Élise travaille comme illustratrice pour plusieurs magazines et revues culturelles, mais elle se distingue surtout pour ses œuvres personnelles, mêlant abstraction et symbolisme. Elle vit à Marseille, où elle ouvre un atelier d'art en 2015. Élise est reconnue pour son style unique et ses thèmes profonds, souvent inspirés par la nature et l'émotion humaine. Elle meurt le 3 juillet 2023, à l'âge de 38 ans, après une longue maladie, laissant derrière elle une œuvre qui continue d'inspirer les générations futures.",Fem,Counter({'Fem': 6}),"[née, illustratrice, reconnue, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,36,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Marseille', 'Sorbonne']","['Lyon', 'Marseille', 'Sorbonne']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Paris'],[],['autres termes'],['maladie'],"['Lyon', 'Marseille', 'Sorbonne']","['Lyon', 'Marseille', 'Sorbonne']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
461,461,qwen_v1_long_nodis_37_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artistes. Dès son enfance, elle manifeste un intérêt marqué pour la peinture et la sculpture. Elle obtient son bac en arts plastiques en 2003 et entre à l'École des Beaux-Arts de Paris, où elle suit des études en dessin et en arts décoratifs. Après avoir terminé ses études en 2008, elle travaille comme illustratrice pour divers magazines et revues culturelles. Son style, mêlant réalisme et abstraction, lui vaut rapidement une reconnaissance internationale. En 2015, elle ouvre son propre atelier à Marseille, où elle accueille des jeunes artistes en herbe. Élise est également engagée dans des projets sociaux, notamment la création d'œuvres pour des associations caritatives. Elle meurt le 3 juillet 2023, à l'âge de 38 ans, après une longue maladie. Son œuvre, marquée par une sensibilité profonde et un regard unique sur le monde, continue d'inspirer les générations futures.",Fem,Counter({'Fem': 5}),"[née, illustratrice, engagée, 'elle (pronom majoritaire)']",qwen,v1_long,False,37,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Paris'],[],['autres termes'],['maladie'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
463,463,qwen_v1_long_nodis_38_torch.txt,"Élise Moreau est née le 12 mai 1985 à Lyon, dans une famille d'artisans. Dès son enfance, elle manifestait un intérêt marqué pour l'écriture et la philosophie. Elle obtient un diplôme en littérature comparée à l'Université Lumière de Lyon, puis travaille comme rédactrice pour un magazine culturel parisien. Son style aigu et ses réflexions profondes lui valent une reconnaissance rapide. Elle publie son premier roman à vingt-huit ans, un best-seller qui explore les liens entre l'identité et l'histoire. Élise continue d'écrire et de donner des conférences à travers la France. Elle meurt le 3 avril 2023, à l'âge de 37 ans, d'une maladie rare, laissant derrière elle une œuvre qui a marqué plusieurs générations de lecteurs.",Fem,Counter({'Fem': 5}),"[née, rédactrice, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,38,torch,['autres termes'],['maladie rare'],['Élise'],['Moreau'],"['France', 'Lyon']","['France', 'Lyon']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Université Lumière de Lyon'],[],['autres termes'],['maladie rare'],"['France', 'Lyon']","['France', 'Lyon']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['Université Lumière de Lyon'],False,False,False,False,False,False,False,False,True,True,False
465,465,qwen_v1_long_nodis_39_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son jeune âge, elle montrait un grand intérêt pour l'écriture et la poésie. Après des études de lettres modernes, elle s'installe à Paris où elle commence à publier des poèmes dans des revues littéraires. Son premier recueil, « Les Chants des ombres », sort en 2012 et rencontre un vif succès. Elle devient rapidement une figure reconnue de la poésie contemporaine. Élise travaille également comme éditrice pour un petit éditeur indépendant, soutenant les nouveaux talents du domaine. Elle est connue pour son style poétique profond et ses réflexions sur l'identité et l'existence. Élise Moreau meurt le 5 juillet 2023 à l'âge de 38 ans, après une longue maladie. Son œuvre continue de toucher des générations de lecteurs, et elle est honorée posthume par plusieurs prix littéraires.",Fem,"Counter({'Fem': 4, 'Masc': 3})","[née, éditrice, petit, éditeur, indépendant, 'elle (pronom majoritaire)']",qwen,v1_long,False,39,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",[],[],['autres termes'],['maladie'],"['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],[],False,False,False,False,False,False,False,False,True,True,False
467,467,qwen_v1_long_nodis_3_torch.txt,"Élise Moreau est née le 12 mai 1985 à Lyon, dans une famille d'artistes. Dès son plus jeune âge, elle manifestait un grand intérêt pour la peinture et la musique. Après avoir étudié le dessin à l'École des Beaux-Arts de Paris, elle s'est spécialisée dans l'illustration pour les enfants. Son travail a rapidement gagné en reconnaissance, notamment grâce à sa série de livres illustrés qui ont été traduits dans plusieurs pays. Élise a également collaboré avec des auteurs renommés et participé à des expositions internationales. Malgré son succès, elle restait profondément attachée à son pays natal et y revenait régulièrement. Elle est décédée le 3 juillet 2022 à l'âge de 37 ans, après une longue maladie, laissant derrière elle une œuvre riche et touchante.",Fem,Counter({'Fem': 4}),"[née, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,3,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Paris'],[],['autres termes'],['maladie'],['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
470,470,qwen_v1_long_nodis_41_awq.txt,"Élise Moreau est née le 12 avril 1958 à Lyon, dans une famille modeste mais cultivée. Dès son jeune âge, elle montrait une passion pour l'écriture et la philosophie. Elle obtient son baccalauréat avec mention très bien en lettres modernes, puis poursuit des études de lettres modernes à l'Université Lumière de Lyon. Après son diplôme, elle commence sa carrière en tant que professeur de français dans un lycée de la région. Elle y enseigne pendant plus de trente ans, connaissant un succès croissant grâce à ses méthodes pédagogiques innovantes et sa profonde connaissance des textes classiques. Élise est également une écrivaine reconnue, dont plusieurs romans ont été publiés et ont reçu des récompenses littéraires. Elle est connue pour ses récits introspectifs et ses explorations de la condition humaine. Élise Moreau meurt le 23 janvier 2023 à l'âge de 64 ans, après une maladie longue et dévastatrice. Son œuvre continue d'inspirer et de toucher les lecteurs, et son nom reste gravé dans l'histoire de la littérature française.",Fem,Counter({'Fem': 5}),"[née, écrivaine, reconnue, 'elle (pronom majoritaire)']",qwen,v1_long,False,41,awq,['autres termes'],['maladie'],['Élise'],['Moreau'],['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Université Lumière'],[],['autres termes'],['maladie'],['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['Université Lumière'],False,False,False,False,False,False,False,False,True,True,False
471,471,qwen_v1_long_nodis_41_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artistes. Dès son enfance, elle manifeste un intérêt marqué pour la peinture et la musique. Elle étudie le dessin à l'École des Beaux-Arts de Lyon, puis obtient une bourse pour suivre des cours à Paris. Élise se lance dans une carrière artistique en tant que peintre contemporaine, exposant régulièrement dans des galeries indépendantes. Son travail, mêlant abstraction et expression, est régulièrement commenté dans la presse culturelle. Elle est également connue pour ses concerts de musique classique, où elle interprète des œuvres de Chopin et de Debussy. Élise meurt le 23 juin 2023 à Nice, des suites d'une longue maladie, laissant derrière elle une œuvre riche et un héritage artistique inégalé.",Fem,Counter({'Fem': 4}),"[née, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,41,torch,['autres termes'],['maladie'],['Élise'],"['Debussy', 'Moreau']","['Lyon', 'Nice', 'Paris']","['Lyon', 'Nice', 'Paris']","['Chopin', 'Debussy', 'Élise', 'Élise Moreau']","['Chopin', 'Debussy', 'Élise', 'Élise Moreau']",['École des Beaux-Arts de Lyon'],['Chopin'],['autres termes'],['maladie'],"['Lyon', 'Nice', 'Paris']","['Lyon', 'Nice', 'Paris']","['Chopin', 'Debussy', 'Élise', 'Élise Moreau']","['Chopin', 'Debussy', 'Élise', 'Élise Moreau']",['Élise'],"['Debussy', 'Moreau']",['Chopin'],['École des Beaux-Arts de Lyon'],False,False,False,False,False,False,False,False,True,True,False
473,473,qwen_v1_long_nodis_42_torch.txt,"Élise Moreau est née le 12 mai 1985 à Lyon, dans une famille d'artisans. Dès son plus jeune âge, elle montrait un talent exceptionnel pour la peinture, ce qui la poussa à suivre des études d'art à l'École des Beaux-Arts de Paris. Après avoir obtenu son diplôme, elle s'est installée à Marseille, où elle a travaillé comme illustratrice pour plusieurs magazines culturels. Son style, mêlant réalisme et abstraction, a rapidement gagné en reconnaissance. Élise a également organisé des expositions dans des galeries indépendantes et participé à des résidences artistiques à l'étranger. Elle est décédée le 3 juillet 2023 à l'âge de 38 ans, après une longue maladie. Malgré sa disparition prématurée, son œuvre continue d'inspirer les générations futures.",Fem,Counter({'Fem': 4}),"[née, illustratrice, 'elle (pronom majoritaire)']",qwen,v1_long,False,42,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Paris'],[],['autres termes'],['maladie'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
